"id","average","rank","latitude","longitude","elevation","state","name","total19"
"USC00125407",44.8,294,39.4039,-86.453,180.4,"IN","MARTINSVILLE 2 SW",52.5
"USS0006H22S",44.7,295,41,-106.91,2728,"WY","Whiskey Park",46.2
"US1OHFR0003",44.6,296,39.981,-83.0401,234.1,"OH","GRANDVIEW HEIGHTS 0.1 N",42.2
"USS0017D18S",44.6,297,45.27,-117.17,2411,"OR","Mt. Howard",43.6
"USC00369408",44.5,298,41.7003,-77.3872,554.1,"PA","WELLSBORO 4 SW",47.8
"USC00330279",44.5,299,39.3225,-82.0994,208.5,"OH","ATHENS OU",52.1
"USC00367409",44.5,300,41.33,-77.7381,201.2,"PA","RENOVO",47.4
"USW00003901",44.5,301,32.3847,-94.7117,111.3,"TX","LONGVIEW E TX RGNL AP",48.3
"USS0019L41S",44.5,302,38.72,-119.89,2477.7,"CA","Burnside Lake",58.4
"USW00014895",44.4,303,40.9167,-81.4333,368.2,"OH","AKRON CANTON RGNL AP",44.3
"USW00014820",44.3,304,41.4131,-81.86,232.6,"OH","CLEVELAND",40
"USS0011J12S",44.2,305,40.97,-111.81,2066.2,"UT","Farmington Lower",59.7
"USW00093819",44.2,306,39.7075,-86.2803,240.8,"IN","INDIANAPOLIS",47.2
"USC00117457",44.2,307,41.6042,-88.085,201.2,"IL","ROMEOVILLE WFO",56.8
"USW00013994",44.1,308,38.7525,-90.3736,161.8,"MO","ST LOUIS LAMBERT INTL AP",54
"USS0014F04S",44,309,43.8,-114.85,2731,"ID","Vienna Mine",42.3
"USW00014607",44,310,46.8706,-68.0172,190.2,"ME","CARIBOU MUNI AP",41.6
"USC00360132",44,311,40.4189,-78.4197,359.7,"PA","ALTOONA 7 SW",44.8
"USW00014739",44,312,42.3606,-71.0106,3.7,"MA","BOSTON LOGAN INTL AP",50.4
"US1OHPT0012",43.9,313,41.0085,-81.329,357.8,"OH","MOGADORE 4.7 SE",51.9
"USC00440766",43.9,314,37.2039,-80.4144,641,"VA","BLACKSBURG NWSO",42.7
"USC00368449",43.8,315,40.7933,-77.8672,356.6,"PA","STATE COLLEGE",41.5
"USC00441159",43.7,316,37.7267,-79.3628,256,"VA","BUENA VISTA",43.2
"USW00014821",43.7,317,39.9914,-82.8808,246.9,"OH","COLUMBUS PORT COLUMBUS INTL AP",44
"USC00231801",43.6,318,38.9425,-92.3206,219.5,"MO","COLUMBIA U OF M",46.5
"USS0010F23S",43.6,319,43.52,-110.91,2499.4,"WY","Phillips Bench",45.3
"USW00093738",43.6,320,38.9408,-77.4636,88.4,"VA","WASHINGTON DC DULLES AP",40.8
"USW00014891",43.5,321,40.8203,-82.5178,394.7,"OH","MANSFIELD LAHM MUNI AP",47.9
"USW00004751",43.5,322,41.8031,-78.6403,645.3,"PA","BRADFORD RGNL AP",44.8
"US1MDAL0002",43.5,323,39.5768,-78.8498,230.1,"MD","CRESAPTOWN-BEL AIR 0.9 SSE",43
"USW00014745",43.4,324,43.1953,-71.5011,105.5,"NH","CONCORD MUNI AP",45.2
"US1ILGY0001",43.4,325,41.3414,-88.2981,160,"IL","CARBON HILL 3.1 N",60.3
"USS0019L05S",43.2,326,38.61,-119.92,2455.8,"CA","Blue Lakes",59.1
"USS0010E06S",43.1,327,44.48,-110.16,2566.4,"WY","Sylvan Lake",43
"USW00013878",43.1,328,31.1522,-81.3908,4.9,"GA","BRUNSWICK MALCOLM MCKINNON AP",44.4
"USW00013733",43.1,329,37.3208,-79.2067,286.5,"VA","LYNCHBURG RGNL AP",39.1
"USS0019L45S",42.9,330,38.69,-119.99,2546,"CA","Carson Pass",56.5
"USC00211198",42.8,331,43.6308,-91.5028,355.4,"MN","CALEDONIA",47.9
"USC00315356",42.7,332,35.8033,-82.6658,585.2,"NC","MARSHALL",47.3
"US1ILWD0005",42.6,333,41.816,-89.904,224,"IL","MORRISON 3.2 E",56.1
"USS0008M10S",42.6,334,37.44,-108.02,3287.3,"CO","Columbus Basin",56
"USW00014606",42.6,335,44.7978,-68.8186,45.1,"ME","BANGOR INTL AP",52
"USW00003820",42.5,336,33.3644,-81.9633,40.2,"GA","AUGUSTA BUSH FLD AP",50.9
"USW00094823",42.5,337,40.4847,-80.2144,366.7,"PA","PITTSBURGH INTL AP",52.5
"USW00013743",42.4,338,38.8483,-77.0342,3,"VA","WASHINGTON REAGAN AP",42.4
"USC00437054",42.4,339,44.42,-72.0194,213.4,"VT","SAINT JOHNSBURY",47.5
"USC00369823",42.4,340,40.0394,-78.5239,361.2,"PA","WOLFSBURG",47
"USS0006H23S",42.3,341,41.46,-106.28,3063.2,"WY","Sand Lake",42.1
"USS0009E13S",42.3,342,44.38,-109.79,2980.9,"WY","Blackwater",42.7
"US1ILCN0003",42.2,343,39.4736,-89.0462,195.1,"IL","PANA 6.2 NNE",51.5
"USC00442044",42.1,344,37.8111,-79.9883,379.2,"VA","COVINGTON FLTR PLT",38.2
"USC00474790",42.1,345,43.3217,-89.5311,251.2,"WI","LODI",52.8
"USW00024233",42.1,346,47.4444,-122.3139,112.8,"WA","SEATTLE TACOMA INTL AP",33.9
"USC00464840",42,347,39.4214,-79.005,294.1,"WV","KEYSER 2 SSW",39.5
"USS0020L02S",41.9,348,39,-120.13,2343.6,"CA","Rubicon #2",52.6
"USS0011D11S",41.9,349,45.51,-111.92,2407.9,"MT","Lower Twin",39
"USS0007M11S",41.8,350,37.7,-107.78,3249.2,"CO","Spud Mountain",58
"USW00014733",41.6,351,42.9486,-78.7369,211.2,"NY","BUFFALO",47.8
"USW00094860",41.6,352,42.8939,-85.5447,237.1,"MI","GRAND RAPIDS",51.4
"USW00093815",41.5,353,39.9061,-84.2186,304.8,"OH","DAYTON INTL AP",43
"USW00094908",41.5,354,42.3978,-90.7036,321.9,"IA","DUBUQUE RGNL AP",54.9
"USS0011C01S",41.5,355,46.56,-111.29,2423.2,"MT","Boulder Mountain",36.4
"USS0011E31S",41.5,356,44.59,-111.12,2362.2,"MT","Madison Plateau",45.3
"USC00304996",41.4,357,44.8419,-74.3081,268.2,"NY","MALONE",41.4
"USW00094846",41.4,358,41.995,-87.9336,200.6,"IL","CHICAGO OHARE INTL AP",49.6
"USC00115961",41.2,359,42.2553,-88.0775,256,"IL","MUNDELEIN 4 WSW",54.2
"USS0009D08S",41.2,360,45.05,-109.91,2651.8,"MT","White Mill",36.3
"USW00003904",41.2,361,30.5892,-96.3647,93,"TX","COLLEGE STN",36.3
"US1OHSN0003",41.1,362,41.0589,-83.1127,254.2,"OH","TIFFIN 5.2 SE",45.8
"USW00024213",41.1,363,40.8097,-124.1603,6.1,"CA","EUREKA WFO WOODLEY ISLAND",44
"USW00003947",41.1,364,39.2972,-94.7306,306.3,"MO","KANSAS CITY INTL AP",53.2
"USW00014827",41.1,365,40.9706,-85.2064,241.1,"IN","FT WAYNE INTL AP",39.1
"USW00014842",41.1,366,40.6675,-89.6839,198.1,"IL","PEORIA GTR PEORIA AP",50.8
"USS0021D12S",41.1,367,45.19,-121.69,1161.3,"OR","Clear Lake",33.9
"US1IASR0002",41.1,368,42.0448,-93.6174,298.1,"IA","AMES 1.5 NNE",40.1
"US1MIIN0001",41,369,42.9576,-85.1738,203.3,"MI","SARANAC 2.6 NE",49.9
"USS0012B14S",41,370,47.08,-112.73,2118.4,"MT","Copper Camp",41.4
"USS0007K12S",41,371,39.76,-107.36,3316.2,"CO","Bison Lake",47.6
"USC00476827",40.9,372,43.0514,-91.135,200.6,"WI","PRAIRIE DU CHIEN",52.3
"USS0005K14S",40.9,373,39.8,-105.78,3444.2,"CO","Berthoud Summit",38.4
"USS0020K27S",40.9,374,39.17,-120.15,2071.7,"CA","Tahoe City Cross",53.9
"USW00014605",40.9,375,44.3206,-69.7972,106.7,"ME","AUGUSTA STATE AP",42.9
"USC00474937",40.8,376,43.2117,-91.0986,192.9,"WI","LYNXVILLE DAM 9",54.8
"USC00476718",40.7,377,43.5278,-89.4342,236.2,"WI","PORTAGE",47.3
"US1VASH0002",40.7,378,39.0422,-78.3506,226.2,"VA","STRASBURG 3.7 N",40.5
"USW00024232",40.7,379,44.905,-123.0011,62.5,"OR","SALEM MCNARY FLD",30.9
"USC00114710",40.6,380,41.2428,-89.8997,237.7,"IL","KEWANEE 1 E",50.9
"USS0013C43S",40.5,381,46.27,-113.16,2377.4,"MT","Warm Springs",31.2
"USW00093822",40.5,382,39.8447,-89.6839,181.1,"IL","SPRINGFIELD CAPITAL AP",49.4
"USS0011D28S",40.5,383,45.6,-111.96,2529.8,"MT","Albro Lake",40.7
"USC00478540",40.5,384,43.4719,-88.8825,267.9,"WI","TOWN OF WESTFORD",48.3
"USS0009E07S",40.4,385,44.73,-109.91,2865.1,"WY","Parker Peak",40.6
"USW00013972",40.4,386,32.3542,-95.4025,165.8,"TX","TYLER POUNDS FLD",42.6
"US1OHDR0001",40.4,387,40.1526,-84.4613,303.9,"OH","BRADFORD 2.3 NW",42.2
"USC00436995",40.4,388,43.6253,-72.9781,189,"VT","RUTLAND",45.7
"USC00208774",40.3,389,44.2294,-85.9572,235.6,"MI","WELLSTON 1N",51.8
"USS0010D12S",40.3,390,45.22,-110.24,2697.5,"MT","Monument Peak",41.2
"US1OHSM0005",40.3,391,41.1623,-81.5037,303,"OH","CUYAHOGA FALLS 1.1 ESE",44.8
"USC00231580",40.2,392,39.775,-93.5358,237.7,"MO","CHILLICOTHE 2S",55.4
"USS0005J40S",40.2,393,40.43,-105.73,3261.4,"CO","Willow Park",40.6
"USC00336405",40.2,394,40.9461,-83.9614,234.7,"OH","PANDORA",44.3
"USS0007M33S",40.2,395,37.89,-107.71,3413.8,"CO","Red Mountain Pass",46.7
"USS0006H09S",39.9,396,41.16,-106.93,2819.4,"WY","Webber Springs",43.8
"USW00013870",39.9,397,31.5358,-82.5067,58.8,"GA","ALMA BACON CO AP",34.2
"USS0007K06S",39.9,398,39.05,-107.87,3035.8,"CO","Park Reservoir",48.3
"USW00094290",39.8,399,47.6872,-122.2553,18.3,"WA","SEATTLE SAND PT WSFO",31.3
"USS0006J03S",39.8,400,40.39,-106.6,2792,"CO","Columbine",42.1
"US1INEL0008",39.8,401,41.5655,-85.9933,256,"IN","WAKARUSA 2.4 NNE",42.9
"USW00014923",39.8,402,41.4653,-90.5233,180.4,"IL","MOLINE QUAD CITY INTL AP",49.6
"USW00014742",39.8,403,44.4683,-73.15,100.6,"VT","BURLINGTON INTL AP",43.5
"USW00012836",39.7,404,24.555,-81.7522,1.2,"FL","KEY WEST INTL AP",35.4
"USC00470124",39.7,405,44.3272,-91.9194,204.2,"WI","ALMA DAM 4",52.8
"USW00014837",39.6,406,43.1406,-89.3453,264,"WI","MADISON DANE RGNL AP",46.4
"USC00471078",39.6,407,42.6333,-89.3867,240.8,"WI","BRODHEAD",50.1
"USC00200230",39.6,408,42.2981,-83.6639,247.8,"MI","ANN ARBOR U OF MICH",45.5
"US1IAWB0005",39.5,409,42.6426,-94.1879,338,"IA","BADGER 3.1 NW",40.2
"USW00094822",39.3,410,42.1928,-89.0931,222.5,"IL","ROCKFORD GTR ROCKFORD AP",49.4
"USC00472973",39.3,411,43.975,-89.8308,288,"WI","FRIENDSHIP",50.1
"USC00200758",39.2,412,44.5317,-86.1311,235.6,"MI","BEULAH 7SSW",42.7
"USS0011G06S",39.1,413,42.36,-111.56,2252.5,"ID","Emigrant Summit",42.1
"USS0010G20S",39.1,414,42.53,-110.66,2743.2,"WY","Spring Creek Divide",33.8
"USC00200228",39,415,42.2417,-83.6933,253.6,"MI","ANN ARBOR SE",44.9
"USW00014933",39,416,41.5339,-93.6531,291.7,"IA","DES MOINES INTL AP",49.4
"USC00115079",39,417,40.1519,-89.3386,177.7,"IL","LINCOLN",45.7
"USW00014840",39,418,43.1711,-86.2367,190.5,"MI","MUSKEGON CO AP",48
"USS0015A08S",39,419,48.57,-115.45,1706.9,"MT","Banfield Mountain",30.1
"USC00475581",38.9,420,43.7806,-89.3169,239.6,"WI","MONTELLO",48.4
"USC00470045",38.9,421,42.6475,-89.0644,226.2,"WI","AFTON",49.9
"USC00203096",38.8,422,45.0333,-84.7114,401.7,"MI","GAYLORD",47.3
"USW00024152",38.8,423,45.5114,-118.4247,1134.8,"OR","MEACHAM",35.5
"USW00012935",38.8,424,28.7247,-96.2536,3.7,"TX","PALACIOS MUNI AP",37.7
"USW00013968",38.8,425,36.1994,-95.8872,198.1,"OK","TULSA INTL AP",59.6
"USC00118684",38.8,426,39.7947,-88.2911,198.4,"IL","TUSCOLA",44.1
"USC00476200",38.7,427,43.1003,-88.5036,260.9,"WI","OCONOMOWOC",41.9
"USC00470265",38.7,428,44.2769,-88.4378,241.4,"WI","APPLETON",49
"USC00043578",38.6,429,38.4306,-122.8647,61,"CA","GRATON",45
"USW00013960",38.5,430,32.8519,-96.8556,134.1,"TX","DALLAS LOVE FLD",39.6
"USS0010J52S",38.5,431,40.68,-110.95,3045.6,"UT","Trial Lake",45.1
"USW00014920",38.5,432,43.8789,-91.2528,198.7,"WI","LA CROSSE MUNI AP",44.7
"USW00024229",38.4,433,45.5908,-122.6003,5.8,"OR","PORTLAND INTL AP",26.7
"USC00331042",38.4,434,41.4619,-84.5272,222.5,"OH","BRYAN 2 SE",47.3
"US1IAGT0001",38.4,435,41.7991,-94.3093,321,"IA","JAMAICA 3.2 S",37.2
"USS0011J69S",38.3,436,40.83,-111.76,2042.2,"UT","Louis Meadow",44.7
"USW00014897",38.2,437,44.9258,-89.6256,360,"WI","WAUSAU DWTN AP",48.1
"USC00368868",38.1,438,41.8975,-77.1419,374.9,"PA","TIOGA HAMMOND DAM",39.3
"USS0011H01S",38,439,41.97,-111.6,2209.8,"UT","Klondike Narrows",38.2
"USC00142401",38,440,37.8183,-96.8444,393.2,"KS","EL DORADO",53.1
"USW00094910",38,441,42.5544,-92.4011,264.6,"IA","WATERLOO MUNI AP",41.9
"USS0019L24S",38,442,38.92,-119.92,2615.8,"CA","Heavenly Valley",44.9
"USW00013967",38,443,35.3889,-97.6006,391.7,"OK","OKLAHOMA CITY WILL ROGERS AP",45.4
"USS0011P08S",38,444,35.34,-111.65,2965.7,"AZ","Snowslide Canyon",45.4
"USS0020K13S",38,445,39.3,-120.18,1983.9,"CA","Truckee #2",51.5
"USS0014B05S",37.8,446,47.18,-114.33,1874.5,"MT","Sleeping Woman",37.1
"US1TXCRL003",37.7,447,31.0916,-97.89,311.2,"TX","KEMPNER 6.7 ENE",38.2
"US1OKCV0032",37.7,448,35.1979,-97.4182,353,"OK","NORMAN 2.1 SE",40.5
"USS0008M04S",37.7,449,37.5,-108.11,3267.5,"CO","Sharkstooth",45.7
"USC00361838",37.6,450,41.9903,-77.1567,350.5,"PA","COWANESQUE DAM",42.3
"USS0007J05S",37.6,451,40.11,-107.29,3151.6,"CO","Ripple Creek",47.4
"USW00014847",37.6,452,46.4794,-84.3572,220.1,"MI","SAULT STE MARIE SANDERSON FLD",46.2
"USS0005J10S",37.5,453,40.41,-105.82,3261.4,"CO","Lake Irene",36.1
"USW00094830",37.5,454,41.5886,-83.8014,203.9,"OH","TOLEDO EXPRESS AP",44.6
"USW00014925",37.5,455,43.9042,-92.4917,397.5,"MN","ROCHESTER INTL AP",55.2
"USS0006J08S",37.4,456,40.35,-106.38,3340.6,"CO","Arapaho Ridge",41
"USS0005J08S",37.4,457,40.03,-105.58,3139.4,"CO","University Camp",34.2
"USC00346386",37.4,458,35.1808,-97.4378,343.8,"OK","NORMAN 3SSE",41
"USS0009E10S",37.4,459,44.94,-109.57,2852.9,"WY","Beartooth Lake",40.1
"USS0007M32S",37.4,460,37.71,-107.51,3535.7,"CO","Beartown",43.9
"USC00413285",37.3,461,32.8339,-97.2975,196.3,"TX","FT WORTH WSFO",36.6
"USW00014750",37.3,462,43.35,-73.6167,97.8,"NY","GLENS FALLS AP",44.1
"USW00013958",37.3,463,30.3208,-97.7603,204.2,"TX","AUSTIN-CAMP MABRY",31.9
"USC00130200",37.2,464,42.0208,-93.7742,335,"IA","AMES 8 WSW",36.1
"USS0011E38S",37.2,465,44.95,-111.36,2392.7,"MT","Beaver Creek",37.7
"USC00132171",37.2,466,42.0364,-95.3289,427,"IA","DENISON",35.8
"USS0010E12S",37.2,467,44.13,-110.67,2109.2,"WY","Snake River Station",36.6
"USS0006H24S",37.1,468,41.24,-106.23,2918.2,"WY","Cinnabar Park",38.7
"USW00024221",37.1,469,44.1278,-123.2206,107.6,"OR","EUGENE MAHLON SWEET AP",36.3
"USC00475364",37,470,45.1786,-89.6617,381,"WI","MERRILL",43
"USS0019D02S",37,471,45.19,-119.25,1758.7,"OR","Arbuckle Mtn",38.1
"USS0006H13S",36.9,472,41.36,-106.23,3121.2,"WY","Brooklyn Lake",38.3
"US1KSSG0002",36.9,473,37.6916,-97.4797,416.1,"KS","MAIZE 5.7 S",44.8
"USW00013996",36.8,474,39.0725,-95.6261,267,"KS","TOPEKA MUNI AP",48.8
"USS0020L10S",36.8,475,38.93,-120.05,1900.7,"CA","Fallen Leaf",42
"USW00014991",36.7,476,44.8664,-91.4878,269.7,"WI","EAU CLAIRE RGNL AP",44.1
"USC00410433",36.7,477,30.4144,-97.7664,268.2,"TX","AUSTIN GREAT HILLS",28.9
"USW00013904",36.6,478,30.1831,-97.68,146.3,"TX","AUSTIN BERGSTROM AP",29.1
"USS0019L07S",36.6,479,38.31,-119.6,2690.5,"CA","Sonora Pass",46.1
"USW00094847",36.6,480,42.2314,-83.3308,192.3,"MI","DETROIT METRO AP",36.4
"USS0015H01S",36.6,481,41.83,-115.45,2450.6,"NV","Bear Creek",38
"USS0006J38S",36.5,482,40.82,-106.75,2840.7,"CO","Lost Dog",40.3
"USW00003927",36.5,483,32.8978,-97.0189,170.7,"TX","DALLAS FT WORTH AP",34.5
"USW00014768",36.5,484,43.1167,-77.6767,162.5,"NY","ROCHESTER GTR INTL AP",34.5
"USC00471064",36.4,485,44.1614,-88.0803,246.9,"WI","BRILLION",43.7
"US1KSSG0020",36.4,486,37.6925,-97.4877,417.6,"KS","WICHITA 7.9 W",44
"USC00257545",36.2,487,40.0225,-95.7883,320,"NE","SALEM 5SW",49.1
"USW00013959",36.2,488,31.6189,-97.2283,152.4,"TX","WACO RGNL AP",33
"USS0006J01S",36.2,489,40.53,-106.78,2560.3,"CO","Dry Lake",40.4
"USC00201468",36.1,490,45.3172,-85.2672,180.7,"MI","CHARLEVOIX",40.7
"USW00014898",36.1,491,44.4983,-88.1111,207.9,"WI","GREEN BAY",48.6
"USS0013C03S",36.1,492,46.24,-113.77,2209.8,"MT","Skalkaho Summit",28.9
"USS0020G12S",36,493,42.64,-120.95,1883.7,"OR","Crazyman Flat",34.9
"USC00412585",35.9,494,30.2194,-97.9878,330.4,"TX","DRIPPING SPRINGS 6 E",34.5
"USC00418862",35.8,495,30.5844,-97.4156,174,"TX","TAYLOR 1NW",34.1
"USC00144972",35.8,496,39.1972,-96.5814,323.1,"KS","MANHATTAN",52.8
"USC00253467",35.8,497,41.1586,-96.1922,378,"NE","GRETNA 4NE",43.3
"USS0006M22S",35.8,498,37.02,-106.45,3060.2,"CO","Cumbres Trestle",47.4
"USW00014839",35.8,499,42.955,-87.9044,204.2,"WI","MILWAUKEE MITCHELL AP",46
"USS0005J39S",35.7,500,40.31,-105.64,2895.6,"CO","Bear Lake",35.2
"USS0006K29S",35.7,501,39.86,-106.42,3206.5,"CO","Elliot Ridge",36.3
"US1KSSG0003",35.7,502,37.7248,-97.4786,413.9,"KS","MAIZE 3.4 SSW",41.2
"USS0005R01S",35.5,503,33.4,-105.79,3133.3,"NM","Sierra Blanca",42.3
"USS0010C22S",35.5,504,46.91,-110.85,2258.6,"MT","Onion Park",36.7
"USS0011G05S",35.4,505,42.56,-111.3,2202.2,"ID","Slug Creek Divide",36.5
"USS0019K08S",35.3,506,39.46,-119.94,2514.3,"NV","Big Meadow",45.6
"USS0011D19S",35.3,507,45.27,-111.43,2706.6,"MT","Lone Mountain",34.6
"USC00204161",35.2,508,47.0083,-88.4317,198.1,"MI","JACOBSVILLE",39
"USS0019L08S",35.1,509,38.3,-119.55,2194,"CA","Leavitt Meadows",40.3
"US1SDMH0020",35.1,510,43.5267,-96.6658,462.1,"SD","SIOUX FALLS 3.4 ESE",44.8
"USS0019L03S",35,511,38.85,-119.94,2370.1,"CA","Hagan's Meadow",38.9
"USS0016H04S",35,512,41.53,-116.01,2566.4,"NV","Jacks Peak",38.8
"USS0005K21S",35,513,39.76,-105.91,3169.9,"CO","Jones Pass",32
"USW00013961",35,514,32.8192,-97.3614,209.4,"TX","FT WORTH MEACHAM FLD",31.8
"USC00257800",34.8,515,40.2039,-95.7064,332.2,"NE","SHUBERT 2SW",50.6
"USS0013B25S",34.8,516,47.68,-114,1499.6,"MT","Bisson Creek",30.3
"USC00473930",34.7,517,43.3194,-88.1681,275.2,"WI","JACKSON",48.7
"USC00145132",34.6,518,39.0542,-96.2367,309.4,"KS","MC FARLAND",48.7
"USW00012912",34.6,519,28.8614,-96.9303,35.1,"TX","VICTORIA RGNL AP",25.2
"USS0010C06S",34.5,520,46.78,-110.62,2468.9,"MT","Spur Park",35.1
"USS0006K10S",34.5,521,39.29,-106.55,3169.9,"CO","Ivanhoe",38.3
"USW00003928",34.5,522,37.6544,-97.4425,406.9,"KS","WICHITA",42.1
"USS0020B02S",34.5,523,47.35,-120.68,1292.4,"WA","Blewett Pass",27.7
"USC00258395",34.4,524,40.6661,-96.1892,335.3,"NE","SYRACUSE",38.6
"USW00014922",34.3,525,44.8831,-93.2289,265.8,"MN","MINNEAPOLIS/ST PAUL AP",43.2
"USC00472055",34.3,526,44.3514,-87.812,247.2,"WI","DENMARK WWTP",44.7
"RQC00663532",34.2,527,17.9728,-66.9458,45.7,"PR","ENSENADA 1 W",20.8
"USS0005K05S",34.1,528,39.67,-105.9,3474.7,"CO","Loveland Basin",32.2
"USW00023213",34.1,529,38.5039,-122.8103,34.7,"CA","SANTA ROSA SONOMA CO AP",52
"USS0019L06S",34,530,38.51,-119.63,2357.9,"CA","Poison Flat",40.4
"USS0007M21S",34,531,37.62,-107.03,3429,"CO","Middle Creek",45.6
"USC00253050",33.8,532,41.43,-96.4669,359.7,"NE","FREMONT",40.4
"USS0006J12S",33.8,533,40.88,-106.05,2956.6,"CO","Roach",35.8
"USS0005P08S",33.7,534,35.78,-105.54,3389.4,"NM","Wesner Springs",38.4
"USW00014942",33.7,535,41.3103,-95.8992,299.3,"NE","OMAHA EPPLEY AIRFIELD",40
"USW00014826",33.5,536,42.9667,-83.7494,234.7,"MI","FLINT BISHOP INTL AP",37.4
"USS0018E16S",33.5,537,44.25,-118.52,1789.2,"OR","Blue Mountain Spring",34.9
"USS0005J05S",33.5,538,40.2,-105.6,2913.9,"CO","Wild Basin",33.9
"USS0010J30S",33.4,539,40.58,-110.59,3230.9,"UT","Brown Duck",42.5
"USW00012921",33.3,540,29.5442,-98.4839,240.5,"TX","SAN ANTONIO INTL AP",22.1
"USS0008K04S",33.1,541,39.06,-108.06,3048,"CO","Mesa Lakes",38.2
"USS0006J27S",33.1,542,40.4,-105.96,3133.3,"CO","Never Summer",30.1
"USS0014G02S",33,543,42.18,-114.29,2097,"ID","Magic Mountain",38.8
"USS0011R10S",32.9,544,34.37,-111.01,2417.1,"AZ","Promontory",44.1
"USS0011E30S",32.9,545,44.61,-111.15,2072.6,"MT","Whiskey Creek",38.5
"USC00204090",32.8,546,45.7858,-88.0842,326.4,"MI","IRON MTN-KINGSFORD WWTP",39.3
"USS0019L39S",32.8,547,38.67,-119.82,1863.9,"CA","Spratt Creek",38.4
"USS0018E05S",32.8,548,44.83,-118.19,1783.1,"OR","Bourne",31.3
"USS0005J06S",32.7,549,40.81,-105.77,3115.1,"CO","Deadman Hill",32.8
"USS0013C44S",32.7,550,46.1,-113.13,2514.6,"MT","Barker Lakes",27.8
"USC00250435",32.7,551,40.3706,-95.7469,283.5,"NE","AUBURN 5 ESE",38
"USS0015E08S",32.7,552,44.29,-115.66,1639.8,"ID","Cozy Cove",33.2
"USW00094725",32.6,553,44.9358,-74.8458,65.2,"NY","MASSENA INTL AP",34.3
"USC00141467",32.6,554,37.7206,-97.7936,421.5,"KS","CHENEY 5N",41.4
"USC00415429",32.5,555,29.6756,-97.6578,121.9,"TX","LULING",26.6
"USW00014845",32.5,556,43.5331,-84.0797,201.2,"MI","SAGINAW MBS INTL AP",34.4
"USC00258465",32.5,557,40.3544,-96.1939,338.3,"NE","TECUMSEH 1S",42.7
"USS0013D16S",32.5,558,45.67,-113.95,1889.8,"ID","Moose Creek",28.8
"USS0008M06S",32.5,559,37.79,-108.02,3048,"CO","El Diente Peak",39.3
"USS0008G10S",32.5,560,42.59,-108.9,2956.6,"WY","Deer Park",29.4
"USW00014939",32.3,561,40.8508,-96.7475,362.7,"NE","LINCOLN MUNI AP",36.1
"USW00014913",32.3,562,46.8369,-92.2097,435.3,"MN","DULUTH",34.3
"USC00259200",32.3,563,41.845,-96.7142,399.3,"NE","W PT",31.5
"USW00094849",32.1,564,45.0717,-83.5644,208.5,"MI","ALPENA CO RGNL AP",36.6
"USC00340215",32,565,36.2483,-98.1883,364.2,"OK","AMES",41.7
"USS0010S01S",32,566,33.81,-110.92,2103.1,"AZ","Workman Creek",40.3
"USS0013E18S",32,567,44.44,-113.32,2788.9,"ID","Meadow Lake",31.5
"US1TXWO0010",32,568,29.2829,-98.2456,182.9,"TX","ELMENDORF 5.6 ENE",23.6
"USW00014926",32,569,45.5433,-94.0514,310.3,"MN","ST CLOUD RGNL AP",41.9
"USW00024257",31.9,570,40.5175,-122.2986,151.5,"CA","REDDING MUNI AP",43.1
"USS0005J41S",31.9,571,39.94,-105.59,2956.6,"CO","Lake Eldora",28.4
"USS0007M12S",31.9,572,37.75,-107.69,3200.4,"CO","Molas Lake",41
"USW00094814",31.9,573,44.3592,-84.6739,350.8,"MI","HOUGHTON LK ROSCOMMON AP",38.1
"USC00259513",31.9,574,40.9153,-97.5997,491.6,"NE","YORK 3N",39.6
"USS0007E36S",31.8,575,44.4,-107.06,3005.3,"WY","Cloud Peak Reservoir",30.9
"USS0010J55S",31.7,576,40.84,-110.01,3119.6,"UT","Spirit Lk",35.3
"USW00014943",31.7,577,42.3914,-96.3792,333.8,"IA","SIOUX CITY GATEWAY AP",33.9
"USS0005J42S",31.7,578,40.04,-105.54,3020.6,"CO","Niwot",30.1
"USS0020K04S",31.7,579,39.45,-120.29,2134.5,"CA","Independence Camp",35.2
"USS0005P09S",31.7,580,35.77,-105.78,3488.4,"NM","Santa Fe",36.1
"USS0005K26S",31.5,581,39.57,-105.8,3340.6,"CO","Jackwhacker Gulch",36
"USS0008M07S",31.5,582,37.89,-108.2,2926.1,"CO","Lone Cone",36.2
"USS0011R12S",31.5,583,34.97,-111.51,2590.8,"AZ","Mormon Mtn Summit",36.8
"USS0008L02S",31.4,584,38.42,-108.38,2865.1,"CO","Columbine Pass",40.1
"USS0006K46S",31.4,585,39.26,-106.63,3081.5,"CO","Chapman Tunnel",33.8
"USS0018E03S",31.4,586,44.87,-118.11,1679.4,"OR","Eilertson Meadows",28.9
"USS0007K02S",31.3,587,39.88,-107.6,2865.1,"CO","Burro Mountain",33.7
"USS0007M34S",31.2,588,37.48,-107.63,3413.8,"CO","Stump Lakes",42.1
"USS0011H07S",31.2,589,41.92,-111.47,2348.5,"UT","Garden City Summit",31
"USS0017H08S",31.2,590,41.67,-117.57,2603.9,"NV","Granite Peak",36.2
"USS0011K31S",31.2,591,39.13,-111.44,2874.3,"UT","Buck Flat",35.5
"USS0012D11S",31.2,592,45.41,-112.96,2529.8,"MT","Mule Creek",26.9
"USS0020K03S",31.1,593,39.49,-120.28,1967.8,"CA","Independence Creek",37.2
