"id","average","rank","latitude","longitude","elevation","state","name","total19"
"USC00418964",16.4,902,36.3786,-103.0244,1433.8,"TX","TEXLINE",17.5
"USC00054546",16.3,903,37.115,-103.2986,1602.3,"CO","KIM 10SSE",16
"USW00024029",16.3,904,44.7694,-106.9689,1202.4,"WY","SHERIDAN CO AP",18.1
"USW00024018",16.2,905,41.1519,-104.8061,1867.8,"WY","CHEYENNE",18.1
"USC00055236",16.2,906,40.435,-105.085,1548.4,"CO","LOVELAND 2N",15.1
"USW00024033",16,907,45.8069,-108.5422,1091.5,"MT","BILLINGS LOGAN INTL AP",19.1
"USW00023254",16,908,37.9917,-122.055,5.5,"CA","CONCORD BUCHANAN FLD",20.2
"USS0021G04S",15.9,909,42.21,-121.13,1490.5,"OR","Gerber Reservoir",18
"USW00094055",15.7,910,46.3583,-104.25,905.6,"MT","BAKER MUNI AP",21.4
"USW00024127",15.7,911,40.7781,-111.9694,1287.8,"UT","SALT LAKE CITY INTL AP",20.1
"USW00093037",15.5,912,38.81,-104.6883,1884,"CO","COLORADO SPRINGS MUNI AP",11.8
"USW00023062",15.5,913,39.7633,-104.8694,1611.2,"CO","DENVER-STAPLETON",12.7
"USW00094008",15.5,914,48.2138,-106.6213,696.5,"MT","GLASGOW INTL AP",17.8
"US1AZCH0017",15.5,915,31.549,-110.2776,1391.7,"AZ","SIERRA VISTA 1.3 E",16.7
"US1CASD0012",15.3,916,32.9956,-117.0044,367.6,"CA","POWAY 3.2NE",25.5
"USS0009S04S",15.3,917,33.9,-109.16,2590.8,"AZ","Nutrioso",16.6
"USS0010J06S",15.2,918,40.98,-110.85,2438.4,"UT","Burts Miller Ranch",14.6
"USW00023190",15,919,34.4258,-119.8425,2.7,"CA","SANTA BARBARA MUNI AP",24.1
"USC00488858",15,920,43.8111,-107.3653,1426.5,"WY","TENSLEEP 16SSE",18.5
"USC00040029",14.9,921,41.1936,-120.9447,1278.6,"CA","ADIN RS",18.9
"US1COLR0662",14.8,922,40.3922,-105.0539,1513,"CO","LOVELAND 2.0 SSE",12.7
"USC00051743",14.6,923,39.2367,-107.9797,1831.5,"CO","COLLBRAN 1WSW",14.1
"USW00003017",14.3,924,39.8328,-104.6575,1650.2,"CO","DENVER INTL AP",15.5
"USW00024153",14.2,925,46.9208,-114.0925,972.9,"MT","MISSOULA INTL AP",15.2
"US1IDBV0006",14.2,926,43.6176,-111.884,1487.4,"ID","IDAHO FALLS 11.7 NE",14.7
"US1UTML0001",14.1,927,39.3723,-112.3339,1565.1,"UT","OAK CITY 0.3 SSE",17.4
"USC00044997",14,928,37.6922,-121.7692,146.3,"CA","LIVERMORE",17.6
"USW00023023",13.8,929,31.9433,-102.1889,874.2,"TX","MIDLAND ODESSA",14.3
"US1NMGR0027",13.8,930,33.023,-108.5441,1427.1,"NM","CLIFF 5.7 NE",14.5
"US1COBO0143",13.7,931,40.2001,-105.1087,1538.9,"CO","LONGMONT 2.1 N",16.4
"USW00024037",13.6,932,46.4267,-105.8825,799.8,"MT","MILES CITY F WILEY FLD",14.6
"USW00023237",13.5,933,37.8892,-121.2258,7.9,"CA","STOCKTON METRO AP",17.1
"US1CALA0001",13.5,934,34.1689,-118.2947,155.8,"CA","GLENDALE 2.4 WSW",25.3
"USW00026411",13.4,935,64.8039,-147.8761,131.7,"AK","FAIRBANKS INTL AP",16.4
"USW00024149",13.3,936,46.3747,-117.0156,437.7,"ID","LEWISTON NEZ PERCE CO AP",13.4
"USW00094012",13.3,937,48.5428,-109.7633,787.9,"MT","HAVRE CITY CO AP",12.4
"US1CARV0008",13.2,938,33.7307,-117.4276,427.9,"CA","CORONA 12.8 SE",22.5
"USW00024089",13.2,939,42.8975,-106.4636,1627,"WY","CASPER NATRONA CO AP",14.5
"US1AZPM0111",13.2,940,32.139,-110.7674,886.1,"AZ","TUCSON 10.5 ESE",16.6
"USC00051294",13.1,941,38.46,-105.2256,1639.2,"CO","CANON CITY",12.7
"USW00024155",13.1,942,45.6906,-118.8528,461.8,"OR","PENDLETON",12.4
"USC00054254",13,943,37.0856,-107.5333,1995.8,"CO","IGNACIO 6ESE",14.4
"USW00093026",12.8,944,31.4583,-109.6061,1251.2,"AZ","DOUGLAS BISBEE INL AP",16.3
"USW00023293",12.7,945,37.3592,-121.9239,15.5,"CA","SAN JOSE",16.1
"USC00057033",12.6,946,39.5572,-107.7261,1667,"CO","RIFLE 3ENE",14.4
"USC00051964",12.4,947,37.9806,-105.6897,2439.6,"CO","CRESTONE 2 SE",12.1
"USW00024131",12.3,948,43.5667,-116.2406,857.7,"ID","BOISE AIR TERMINAL",14.6
"USW00023233",12.1,949,36.6636,-121.6081,22.6,"CA","SALINAS MUNICIPAL AP",14.3
"USW00093134",12,950,34.0511,-118.2353,70.1,"CA","LOS ANGELES DWTN USC CAMPUS",21.6
"USC00422592",12,951,37.7686,-111.5978,1770.9,"UT","ESCALANTE",12.9
"USW00026616",12,952,66.8667,-162.6333,9.1,"AK","KOTZEBUE RALPH WEIN AP",13.8
"USW00024156",12,953,42.9203,-112.5711,1364.9,"ID","POCATELLO RGNL AP",12.4
"USW00023273",11.8,954,34.8994,-120.4486,73.8,"CA","SANTA MARIA PUBLIC AP",17.1
"USW00023009",11.5,955,33.3075,-104.5083,1112.2,"NM","ROSWELL IND AIR PK",11.3
"USW00023129",11.4,956,33.8117,-118.1464,9.4,"CA","LONG BEACH DAUGHERTY FLD",21.5
"USW00023160",11.3,957,32.1314,-110.9553,776.9,"AZ","TUCSON INTL AP",13.6
"USW00093058",11.3,958,38.29,-104.4983,1438.7,"CO","PUEBLO MEM AP",13.1
"USC00262570",11.2,959,40.8603,-115.7425,1595.6,"NV","ELKO NWS OFFICE",15.8
"USW00093209",11.1,960,35.6697,-120.6283,246.9,"CA","PASO ROBLES MUNI AP",17.3
"USC00042805",11,961,33.6861,-117.3458,386.5,"CA","ELSINORE",19
"USC00487105",11,962,42.4717,-106.8528,1805.3,"WY","PATHFINDER DAM",13.2
"USW00024137",10.8,963,48.6033,-112.3753,1169.8,"MT","CUT BANK MUNI AP",11
"US1NVWH0011",10.8,964,39.5084,-119.8442,1393.9,"NV","RENO 2.4 SSW",14.5
"USW00094185",10.6,965,43.595,-118.9564,1261.9,"OR","BURNS MUNI AP",14.7
"US1NVWH0002",10.6,966,39.5573,-119.8144,1494.1,"NV","RENO 1.4 NNE",14.4
"USW00023174",10.6,967,33.9381,-118.3889,29.6,"CA","LOS ANGELES INTL AP",18.7
"USW00024121",10.6,968,40.8289,-115.7886,1533.1,"NV","ELKO RGNL AP",14.8
"USW00093193",10.5,969,36.78,-119.7194,101.5,"CA","FRESNO YOSEMITE INTL AP",12.4
"USC00487760",10.5,970,43.0306,-108.3744,1510.3,"WY","RIVERTON",11.2
"US1NMBR0034",10,971,35.1278,-106.5437,1676.1,"NM","ALBUQUERQUE 4.6 E",11.9
"USW00003170",9.9,972,39.6014,-116.0056,1809.3,"NV","EUREKA AIRPORT",13.7
"USW00023188",9.6,973,32.7336,-117.1831,4.6,"CA","SAN DIEGO LINDBERGH FLD",15.3
"USW00024138",9.6,974,45.2575,-112.5545,1585,"MT","DILLON AP",8.8
"USC00029464",9.6,975,33.7775,-112.5231,513,"AZ","WITTMANN 1SE",14.7
"US1NMBR0148",9.6,976,35.0944,-106.6123,1572.8,"NM","ALBUQUERQUE 1.7 SSE",11
"USC00290231",9.3,977,35.0217,-106.6939,1510.3,"NM","ALBUQUERQUE VALLEY",8.5
"USC00297477",9.2,978,35.2836,-106.6194,1594.1,"NM","RIO RANCHO #1",10.2
"USW00023066",9.2,979,39.1342,-108.54,1480.7,"CO","GRAND JUNCTION WALKER FLD",8.6
"USW00024128",9,980,40.9017,-117.8081,1309.4,"NV","WINNEMUCCA MUNI AP",10.2
"US1NMDA0116",9,981,32.2718,-106.7668,1178.1,"NM","MESILLA 2.3 E",8.4
"USC00052184",8.8,982,37.6911,-106.3078,2391.2,"CO","DEL NORTE 3ENE",12.2
"USW00023044",8.4,983,31.8111,-106.3758,1194.2,"TX","EL PASO INTL AP",8.1
"USW00024243",8.3,984,46.5683,-120.5428,324.3,"WA","YAKIMA AIR TERMINAL",8.6
"USC00483396",8.2,985,41.9861,-110.0611,1976.6,"WY","FONTENELLE DAM",8.5
"USC00483031",8.1,986,44.4972,-108.3906,1355.8,"WY","EMBLEM",11.4
"USW00023185",8.1,987,39.4839,-119.7711,1344.2,"NV","RENO TAHOE INTL AP",11.2
"USW00023050",8.1,988,35.0419,-106.6156,1618.5,"NM","ALBUQUERQUE INTL AP",8.8
"USC00027187",8,989,32.8117,-111.6314,455.7,"AZ","ROBSON RCH",11.3
"USC00297481",7.9,990,35.2522,-106.6347,1612.4,"NM","RIO RANCHO #2",8.3
"USW00023194",7.5,991,35.0281,-110.7208,1489.3,"AZ","WINSLOW MUNI AP",7
"USW00023183",6.9,992,33.4278,-112.0039,337.4,"AZ","PHOENIX SKY HARBOR INTL AP",5.9
"USW00023155",6,993,35.4344,-119.0542,149,"CA","BAKERSFIELD AP",9.1
"USW00023179",4.6,994,34.7675,-114.6189,271.3,"CA","NEEDLES AP",8.5
"USW00023169",4,995,36.0719,-115.1633,649.5,"NV","LAS VEGAS MCCARRAN AP",6.9
