"id","average","latitude","longitude","elevation","state","name","total19","city"
"USC00115961",10474.6,42.2553,-88.0775,256,"IL","MUNDELEIN 4 WSW",13763,"Mundelein"
"USW00003904",10454.7,30.5892,-96.3647,93,"TX","COLLEGE STN",9221,"College Station"
"US1OHSN0003",10444.7,41.0589,-83.1127,254.2,"OH","TIFFIN 5.2 SE",11642,"Tiffin"
"USW00024213",10442.6,40.8097,-124.1603,6.1,"CA","EUREKA WFO WOODLEY ISLAND",11184,"Eureka"
"USW00003947",10442,39.2972,-94.7306,306.3,"MO","KANSAS CITY INTL AP",13519,"Kansas City"
"USW00014827",10438.9,40.9706,-85.2064,241.1,"IN","FT WAYNE INTL AP",9922,"Fort Wayne"
"USW00014842",10437.8,40.6675,-89.6839,198.1,"IL","PEORIA GTR PEORIA AP",12904,"Peoria"
"US1IASR0002",10430.2,42.0448,-93.6174,298.1,"IA","AMES 1.5 NNE",10184,"Ames"
"US1MIIN0001",10425.2,42.9576,-85.1738,203.3,"MI","SARANAC 2.6 NE",12662,"Saranac"
"USC00476827",10393.9,43.0514,-91.135,200.6,"WI","PRAIRIE DU CHIEN",13281,"Prairie Du Chien"
"USS0020K27S",10388.7,39.17,-120.15,2071.7,"CA","Tahoe City Cross",13685,"Tahoe City"
"USW00014605",10386.4,44.3206,-69.7972,106.7,"ME","AUGUSTA STATE AP",10903,"Augusta"
"USC00474937",10362.4,43.2117,-91.0986,192.9,"WI","LYNXVILLE DAM 9",13915,"Eastman"
"USC00476718",10340.6,43.5278,-89.4342,236.2,"WI","PORTAGE",12014,"Portage"
"US1VASH0002",10338.5,39.0422,-78.3506,226.2,"VA","STRASBURG 3.7 N",10283,"Strasburg"
"USW00024232",10329.2,44.905,-123.0011,62.5,"OR","SALEM MCNARY FLD",7841,"Salem"
"USC00114710",10318.8,41.2428,-89.8997,237.7,"IL","KEWANEE 1 E",12918,"Kewanee"
"USW00093822",10281.3,39.8447,-89.6839,181.1,"IL","SPRINGFIELD CAPITAL AP",12539,"Springfield"
"USC00478540",10277.8,43.4719,-88.8825,267.9,"WI","TOWN OF WESTFORD",12263,"Beaver Dam"
"USW00013972",10271.4,32.3542,-95.4025,165.8,"TX","TYLER POUNDS FLD",10815,"Tyler"
"US1OHDR0001",10265.2,40.1526,-84.4613,303.9,"OH","BRADFORD 2.3 NW",10722,"Bradford"
"USC00436995",10258.3,43.6253,-72.9781,189,"VT","RUTLAND",11596,"Rutland"
"USC00208774",10236.7,44.2294,-85.9572,235.6,"MI","WELLSTON 1N",13156,"Wellston"
"US1OHSM0005",10228.1,41.1623,-81.5037,303,"OH","CUYAHOGA FALLS 1.1 ESE",11388,"Cuyahoga Falls"
"USC00231580",10216.2,39.775,-93.5358,237.7,"MO","CHILLICOTHE 2S",14080,"Chillicothe"
"USC00336405",10213.1,40.9461,-83.9614,234.7,"OH","PANDORA",11241,"Pandora"
"USS0007M33S",10206.5,37.89,-107.71,3413.8,"CO","Red Mountain Pass",11873,"Silverton"
"USW00013870",10138.3,31.5358,-82.5067,58.8,"GA","ALMA BACON CO AP",8693,"Alma"
"USS0007K06S",10136.5,39.05,-107.87,3035.8,"CO","Park Reservoir",12279,"Cedaredge"
"USW00094290",10117,47.6872,-122.2553,18.3,"WA","SEATTLE SAND PT WSFO",7955,"Seattle"
"US1INEL0008",10109.4,41.5655,-85.9933,256,"IN","WAKARUSA 2.4 NNE",10909,"Goshen"
"USW00014923",10107.5,41.4653,-90.5233,180.4,"IL","MOLINE QUAD CITY INTL AP",12609,"Moline"
"USW00014742",10096.8,44.4683,-73.15,100.6,"VT","BURLINGTON INTL AP",11050,"South Burlington"
"USW00012836",10087.8,24.555,-81.7522,1.2,"FL","KEY WEST INTL AP",8993,"Key West"
"USC00470124",10082.7,44.3272,-91.9194,204.2,"WI","ALMA DAM 4",13421,"Alma"
"USW00014837",10064.4,43.1406,-89.3453,264,"WI","MADISON DANE RGNL AP",11795,"Madison"
"USC00471078",10062.7,42.6333,-89.3867,240.8,"WI","BRODHEAD",12718,"Brodhead"
"USC00200230",10050.2,42.2981,-83.6639,247.8,"MI","ANN ARBOR U OF MICH",11552,"Ann Arbor"
"US1IAWB0005",10025.7,42.6426,-94.1879,338,"IA","BADGER 3.1 NW",10216,"Badger"
"USW00094822",9976.9,42.1928,-89.0931,222.5,"IL","ROCKFORD GTR ROCKFORD AP",12560,"Rockford"
"USC00472973",9972.5,43.975,-89.8308,288,"WI","FRIENDSHIP",12728,"Friendship"
"USC00200758",9965.7,44.5317,-86.1311,235.6,"MI","BEULAH 7SSW",10837,"Frankfort"
"USC00200228",9914.8,42.2417,-83.6933,253.6,"MI","ANN ARBOR SE",11406,"Ann Arbor"
"USW00014933",9912.8,41.5339,-93.6531,291.7,"IA","DES MOINES INTL AP",12545,"Des Moines"
"USC00115079",9909.5,40.1519,-89.3386,177.7,"IL","LINCOLN",11609,"Lincoln"
"USW00014840",9895.1,43.1711,-86.2367,190.5,"MI","MUSKEGON CO AP",12195,"Muskegon"
"USC00475581",9892.4,43.7806,-89.3169,239.6,"WI","MONTELLO",12286,"Montello"
"USC00470045",9873,42.6475,-89.0644,226.2,"WI","AFTON",12684,"Janesville"
"USC00203096",9862.6,45.0333,-84.7114,401.7,"MI","GAYLORD",12017,"Gaylord"
"USW00024152",9855.2,45.5114,-118.4247,1134.8,"OR","MEACHAM",9029,"Meacham"
"USW00012935",9854.5,28.7247,-96.2536,3.7,"TX","PALACIOS MUNI AP",9577,"Palacios"
"USW00013968",9848.2,36.1994,-95.8872,198.1,"OK","TULSA INTL AP",15135,"Tulsa"
"USC00118684",9846.7,39.7947,-88.2911,198.4,"IL","TUSCOLA",11198,"Tuscola"
"USC00476200",9838.2,43.1003,-88.5036,260.9,"WI","OCONOMOWOC",10653,"Oconomowoc"
"USC00470265",9837.1,44.2769,-88.4378,241.4,"WI","APPLETON",12457,"Appleton"
"USC00043578",9802.2,38.4306,-122.8647,61,"CA","GRATON",11418,"Sebastopol"
"USW00013960",9782.3,32.8519,-96.8556,134.1,"TX","DALLAS LOVE FLD",10070,"Dallas"
"USW00014920",9768.6,43.8789,-91.2528,198.7,"WI","LA CROSSE MUNI AP",11358,"La Crosse"
"USW00024229",9762.8,45.5908,-122.6003,5.8,"OR","PORTLAND INTL AP",6783,"Portland"
"USC00331042",9743.8,41.4619,-84.5272,222.5,"OH","BRYAN 2 SE",12011,"Bryan"
"US1IAGT0001",9742.8,41.7991,-94.3093,321,"IA","JAMAICA 3.2 S",9460,"Jamaica"
"USW00014897",9693.1,44.9258,-89.6256,360,"WI","WAUSAU DWTN AP",12218,"Wausau"
"USC00368868",9672,41.8975,-77.1419,374.9,"PA","TIOGA HAMMOND DAM",9987,"Tioga"
"USC00142401",9662.6,37.8183,-96.8444,393.2,"KS","EL DORADO",13475,"El Dorado"
"USW00094910",9661.9,42.5544,-92.4011,264.6,"IA","WATERLOO MUNI AP",10638,"Waterloo"
"USW00013967",9648.8,35.3889,-97.6006,391.7,"OK","OKLAHOMA CITY WILL ROGERS AP",11520,"Oklahoma City"
"USS0020K13S",9639.8,39.3,-120.18,1983.9,"CA","Truckee #2",13089,"Truckee"
"US1TXCRL003",9586.8,31.0916,-97.89,311.2,"TX","KEMPNER 6.7 ENE",9705,"Kempner"
"US1OKCV0032",9583.3,35.1979,-97.4182,353,"OK","NORMAN 2.1 SE",10293,"Norman"
"USC00361838",9555.5,41.9903,-77.1567,350.5,"PA","COWANESQUE DAM",10743,"Lawrenceville"
"USS0007J05S",9555.3,40.11,-107.29,3151.6,"CO","Ripple Creek",12039,"Meeker"
"USW00014847",9540.3,46.4794,-84.3572,220.1,"MI","SAULT STE MARIE SANDERSON FLD",11730,"Sault Sainte Marie"
"USS0005J10S",9526.3,40.41,-105.82,3261.4,"CO","Lake Irene",9173,"Grand Lake"
"USW00094830",9526.3,41.5886,-83.8014,203.9,"OH","TOLEDO EXPRESS AP",11337,"Swanton"
"USW00014925",9518.2,43.9042,-92.4917,397.5,"MN","ROCHESTER INTL AP",14028,"Rochester"
"USC00346386",9499.6,35.1808,-97.4378,343.8,"OK","NORMAN 3SSE",10415,"Norman"
"USC00413285",9483.4,32.8339,-97.2975,196.3,"TX","FT WORTH WSFO",9296,"Fort Worth"
"USW00014750",9483.4,43.35,-73.6167,97.8,"NY","GLENS FALLS AP",11190,"Queensbury"
"USW00013958",9476.5,30.3208,-97.7603,204.2,"TX","AUSTIN-CAMP MABRY",8096,"Austin"
"USC00130200",9460.9,42.0208,-93.7742,335,"IA","AMES 8 WSW",9176,"Boone"
"USC00132171",9451,42.0364,-95.3289,427,"IA","DENISON",9088,"Denison"
"USS0006H24S",9425.4,41.24,-106.23,2918.2,"WY","Cinnabar Park",9831,"Laramie"
"USW00024221",9422.5,44.1278,-123.2206,107.6,"OR","EUGENE MAHLON SWEET AP",9226,"Eugene"
"USC00475364",9410.3,45.1786,-89.6617,381,"WI","MERRILL",10917,"Merrill"
"USS0006H13S",9380.3,41.36,-106.23,3121.2,"WY","Brooklyn Lake",9727,"Centennial"
"US1KSSG0002",9371.5,37.6916,-97.4797,416.1,"KS","MAIZE 5.7 S",11389,"Wichita"
"USW00013996",9343.2,39.0725,-95.6261,267,"KS","TOPEKA MUNI AP",12385,"Topeka"
"USS0020L10S",9334.9,38.93,-120.05,1900.7,"CA","Fallen Leaf",10662,"South Lake Tahoe"
"USW00014991",9326,44.8664,-91.4878,269.7,"WI","EAU CLAIRE RGNL AP",11190,"Eau Claire"
"USC00410433",9324.4,30.4144,-97.7664,268.2,"TX","AUSTIN GREAT HILLS",7331,"Austin"
"USW00013904",9294.1,30.1831,-97.68,146.3,"TX","AUSTIN BERGSTROM AP",7399,"Austin"
"USW00094847",9289.5,42.2314,-83.3308,192.3,"MI","DETROIT METRO AP",9258,"Romulus"
"USW00003927",9269.8,32.8978,-97.0189,170.7,"TX","DALLAS FT WORTH AP",8774,"Irving"
"USW00014768",9264.3,43.1167,-77.6767,162.5,"NY","ROCHESTER GTR INTL AP",8753,"Rochester"
"USC00471064",9238.5,44.1614,-88.0803,246.9,"WI","BRILLION",11109,"Brillion"
"US1KSSG0020",9234.2,37.6925,-97.4877,417.6,"KS","WICHITA 7.9 W",11182,"Wichita"
"USC00257545",9198.5,40.0225,-95.7883,320,"NE","SALEM 5SW",12478,"Salem"
"USW00013959",9193.6,31.6189,-97.2283,152.4,"TX","WACO RGNL AP",8394,"Waco"
"USS0006J01S",9184.7,40.53,-106.78,2560.3,"CO","Dry Lake",10265,"Steamboat Springs"
"USC00201468",9175.7,45.3172,-85.2672,180.7,"MI","CHARLEVOIX",10338,"Charlevoix"
"USW00014898",9168.7,44.4983,-88.1111,207.9,"WI","GREEN BAY",12357,"Green Bay"
"USC00412585",9121.5,30.2194,-97.9878,330.4,"TX","DRIPPING SPRINGS 6 E",8768,"Austin"
"USC00418862",9104.5,30.5844,-97.4156,174,"TX","TAYLOR 1NW",8658,"Taylor"
"USC00144972",9099.3,39.1972,-96.5814,323.1,"KS","MANHATTAN",13408,"Manhattan"
"USC00253467",9098.3,41.1586,-96.1922,378,"NE","GRETNA 4NE",10994,"Omaha"
"USS0006M22S",9083.9,37.02,-106.45,3060.2,"CO","Cumbres Trestle",12029,"Antonito"
"USW00014839",9083.7,42.955,-87.9044,204.2,"WI","MILWAUKEE MITCHELL AP",11693,"Milwaukee"
"USS0005J39S",9080.1,40.31,-105.64,2895.6,"CO","Bear Lake",8948,"Estes Park"
"US1KSSG0003",9061.1,37.7248,-97.4786,413.9,"KS","MAIZE 3.4 SSW",10471,"Wichita"
"USC00204161",8938.1,47.0083,-88.4317,198.1,"MI","JACOBSVILLE",9906,"Lake Linden"
"US1SDMH0020",8903.6,43.5267,-96.6658,462.1,"SD","SIOUX FALLS 3.4 ESE",11380,"Sioux Falls"
"USW00013961",8886.3,32.8192,-97.3614,209.4,"TX","FT WORTH MEACHAM FLD",8082,"Fort Worth"
"USC00257800",8847.7,40.2039,-95.7064,332.2,"NE","SHUBERT 2SW",12840,"Verdon"
"USC00473930",8815.4,43.3194,-88.1681,275.2,"WI","JACKSON",12365,"Jackson"
"USC00145132",8796.9,39.0542,-96.2367,309.4,"KS","MC FARLAND",12358,"Mc Farland"
"USW00003928",8759.4,37.6544,-97.4425,406.9,"KS","WICHITA",10701,"Wichita"
"USC00258395",8742.7,40.6661,-96.1892,335.3,"NE","SYRACUSE",9817,"Syracuse"
"USW00014922",8724.6,44.8831,-93.2289,265.8,"MN","MINNEAPOLIS/ST PAUL AP",10975,"Minneapolis"
"USC00472055",8716.3,44.3514,-87.812,247.2,"WI","DENMARK WWTP",11350,"Denmark"
"RQC00663532",8696.6,17.9728,-66.9458,45.7,"PR","ENSENADA 1 W",5281,"Ensenada"
"USS0005K05S",8663.5,39.67,-105.9,3474.7,"CO","Loveland Basin",8177,"Silverthorne"
"USW00023213",8650.2,38.5039,-122.8103,34.7,"CA","SANTA ROSA SONOMA CO AP",13205,"Windsor"
"USC00253050",8586.4,41.43,-96.4669,359.7,"NE","FREMONT",10265,"Fremont"
"USW00014942",8560.7,41.3103,-95.8992,299.3,"NE","OMAHA EPPLEY AIRFIELD",10150,"Omaha"
"USW00014826",8517.7,42.9667,-83.7494,234.7,"MI","FLINT BISHOP INTL AP",9506,"Flint"
"USW00012921",8469.4,29.5442,-98.4839,240.5,"TX","SAN ANTONIO INTL AP",5602,"San Antonio"
"USC00204090",8338.5,45.7858,-88.0842,326.4,"MI","IRON MTN-KINGSFORD WWTP",9988,"Kingsford"
"USS0018E05S",8327.3,44.83,-118.19,1783.1,"OR","Bourne",7961,"Portland"
"USS0005J06S",8316.2,40.81,-105.77,3115.1,"CO","Deadman Hill",8338,"Red Feather Lakes"
"USC00250435",8309,40.3706,-95.7469,283.5,"NE","AUBURN 5 ESE",9643,"Brownville"
"USW00094725",8292.3,44.9358,-74.8458,65.2,"NY","MASSENA INTL AP",8714,"Massena"
"USC00141467",8276.4,37.7206,-97.7936,421.5,"KS","CHENEY 5N",10524,"Cheney"
"USC00415429",8266.3,29.6756,-97.6578,121.9,"TX","LULING",6762,"Luling"
"USW00014845",8255.4,43.5331,-84.0797,201.2,"MI","SAGINAW MBS INTL AP",8744,"Freeland"
"USC00258465",8254.8,40.3544,-96.1939,338.3,"NE","TECUMSEH 1S",10848,"Tecumseh"
"USS0008M06S",8247.2,37.79,-108.02,3048,"CO","El Diente Peak",9988,"Dolores"
"USW00014939",8211.4,40.8508,-96.7475,362.7,"NE","LINCOLN MUNI AP",9174,"Lincoln"
"USW00014913",8209,46.8369,-92.2097,435.3,"MN","DULUTH",8702,"Duluth"
"USC00259200",8203.4,41.845,-96.7142,399.3,"NE","W PT",8003,"West Point"
"USW00094849",8155.1,45.0717,-83.5644,208.5,"MI","ALPENA CO RGNL AP",9294,"Alpena"
"USC00340215",8129,36.2483,-98.1883,364.2,"OK","AMES",10590,"Ames"
"US1TXWO0010",8122.2,29.2829,-98.2456,182.9,"TX","ELMENDORF 5.6 ENE",6007,"Adkins"
"USW00014926",8121.6,45.5433,-94.0514,310.3,"MN","ST CLOUD RGNL AP",10651,"Saint Cloud"
"USW00024257",8113.7,40.5175,-122.2986,151.5,"CA","REDDING MUNI AP",10935,"Redding"
"USS0005J41S",8102,39.94,-105.59,2956.6,"CO","Lake Eldora",7220,"Nederland"
"USW00094814",8095.5,44.3592,-84.6739,350.8,"MI","HOUGHTON LK ROSCOMMON AP",9678,"Houghton Lake"
"USC00259513",8091.7,40.9153,-97.5997,491.6,"NE","YORK 3N",10061,"Benedict"
"USW00014943",8059.9,42.3914,-96.3792,333.8,"IA","SIOUX CITY GATEWAY AP",8612,"Sioux City"
"USS0005J42S",8051.4,40.04,-105.54,3020.6,"CO","Niwot",7654,"Nederland"
"USS0007K02S",7945,39.88,-107.6,2865.1,"CO","Burro Mountain",8564,"Meeker"
"USS0011H07S",7928.8,41.92,-111.47,2348.5,"UT","Garden City Summit",7863,"Garden City"
"USS0007M27S",7905.5,37.93,-107.68,2987,"CO","Idarado",8813,"Ironton"
"USS0006K01S",7879.7,39.36,-106.06,3474.7,"CO","Hoosier Pass",8927,"Alma"
"USS0014F12S",7859.7,43.87,-114.71,2676.1,"ID","Galena Summit",8035,"Ketchum"
"USC00148950",7831.1,38.2936,-97.9114,472.4,"KS","WINDOM 7S",9339,"Windom"
"USW00094911",7799.8,42.8783,-97.3633,359.7,"SD","YANKTON 2 E",8866,"Yankton"
"USC00344019",7774,36.5381,-98.2661,411.5,"OK","HELENA 1 SSE",10362,"Helena"
"US1KSJW0001",7750.5,39.9421,-97.9872,495.9,"KS","WEBBER 2.6 ENE",9977,"Webber"
"USW00014944",7729.4,43.5878,-96.7289,435.9,"SD","SIOUX FALLS",10054,"Sioux Falls"
"USW00013980",7718.6,37.155,-98.0283,408.4,"KS","ANTHONY",10781,"Anthony"
"USS0007M05S",7688.8,37.65,-107.81,2706.6,"CO","Cascade",10145,"Durango"
"USW00012924",7687.1,27.7839,-97.5108,13.7,"TX","CORPUS CHRISTI",6505,"Corpus Christi"
"USC00252037",7650.1,42.7364,-97.4969,426.7,"NE","CROFTON",8440,"Crofton"
"USS0006J15S",7623.5,40.85,-106.97,2651.8,"CO","Elk River",7861,"Clark"
"USC00253065",7616.8,40.6558,-97.2208,467.9,"NE","FRIEND 3E",10630,"Friend"
"USC00417327",7577.1,32.3664,-99.1925,494.1,"TX","PUTNAM",8099,"Putnam"
"USC00412011",7519.1,27.7792,-97.5056,13.4,"TX","CORPUS CHRISTI NWS",6260,"Corpus Christi"
"US1MTPK0007",7438.6,45.6357,-110.4331,1677.9,"MT","LIVINGSTON 6.6 ESE",8552,"Livingston"
"USS0005J18S",7417.4,40.21,-105.57,2621.3,"CO","Copeland Lake",7397,"Allenspark"
"USS0006K16S",7345.4,39.3,-106.11,3398.5,"CO","Buckskin Joe",8108,"Alma"
"USC00141179",7331.4,39.8775,-98.3036,503.2,"KS","BURR OAK 1N",9862,"Burr Oak"
"USC00253175",7277.9,40.5314,-97.5964,496.8,"NE","GENEVA",9892,"Geneva"
"USC00253660",7234.5,40.6472,-98.3836,590.7,"NE","HASTINGS 4N",9007,"Hastings"
"USS0006K24S",7213.2,39.49,-106.17,3215.6,"CO","Copper Mountain",7340,"Frisco"
"USW00013966",7145,33.9786,-98.4928,310,"TX","WICHITA FALLS MUNI AP",6989,"Sheppard Afb"
"USC00420819",7136.7,40.8911,-111.8503,1508.8,"UT","BOUNTIFUL BENCH",8213,"Bountiful"
"USC00045915",7136.1,37.8792,-121.9303,661.4,"CA","MT DIABLO JUNCTION",8307,"Walnut Creek"
"USS0006K44S",7109.5,39.6,-106.54,2889.5,"CO","Mccoy Park",8210,"Avon"
"USS0007K13S",7095.2,40,-107.24,2956.6,"CO","Trapper Lake",7302,"Meeker"
"USS0007M35S",7083.7,37.66,-107.8,2718.8,"CO","Cascade #2",9687,"Durango"
"USW00003957",7055.8,37.2839,-98.5528,467.9,"KS","MEDICINE LODGE",8257,"Medicine Lodge"
"USC00395481",7043.8,43.2358,-97.5714,406,"SD","MENNO",9260,"Menno"
"USW00094949",7026.2,40.6044,-98.4272,591.3,"NE","HASTINGS MUNI AP",8947,"Hastings"
"USC00411920",7005,29.9614,-98.8944,436.8,"TX","COMFORT 2",5402,"Comfort"
"US1WASJ0003",6945.9,48.6079,-122.9466,51.5,"WA","ORCAS 0.7 NNW",6140,"Orcas"
"USW00014935",6927.6,40.9611,-98.3136,560.8,"NE","GRAND ISLAND AP",10093,"Grand Island"
"USW00012919",6913.5,25.9156,-97.4186,7,"TX","BROWNSVILLE",5806,"Brownsville"
"USS0011R05S",6858.9,34.75,-111.41,2325.6,"AZ","Happy Jack",8446,"Happy Jack"
"USS0010D07S",6841.3,45.01,-110.01,2240.3,"MT","Northeast Entrance",7345,"Livingston"
"USC00342944",6820.5,35.2164,-99.8628,627.9,"OK","ERICK",8484,"Erick"
"US1COBO0202",6812.3,40.1103,-105.4391,2609.1,"CO","WARD 4.6 NE",6904,"Ward"
"US1SDMN0001",6794.5,43.8624,-97.7907,406,"SD","FULTON 9.4 N",10700,"Fulton"
"USW00014941",6789,41.9856,-97.4353,472.7,"NE","NORFOLK KARL STEFAN AP",6889,"Norfolk"
"US1TXTY0005",6763.8,32.4096,-100.0846,635.8,"TX","MERKEL 5.8 SW",6799,"Merkel"
"USC00147542",6762.8,39.7772,-98.7783,554.7,"KS","SMITH CTR",6668,"Smith Center"
"USC00413508",6761.7,28.3064,-98.1222,68.6,"TX","GEORGE WEST 2 SSW",4729,"George West"
"USS0005K27S",6758.7,39.66,-105.59,3230.9,"CO","Echo Lake",6249,"Idaho Springs"
"USC00417873",6752.7,29.3283,-99.4653,290.5,"TX","SABINAL",5784,"Uvalde"
"USW00013962",6645,32.4106,-99.6822,545.6,"TX","ABILENE RGNL AP",5885,"Abilene"
"USC00480140",6644.7,43.7728,-111.0339,1962.9,"WY","ALTA 1 NNW",6959,"Alta"
"USS0003E05S",6623.7,44.21,-103.79,1868.4,"SD","North Rapid Creek",6435,"Lead"
"USS0005J11S",6621.1,40.58,-105.63,2859,"CO","Hourglass Lake",6534,"Bellvue"
"USS0006K45S",6591.6,39.6,-106.51,2590.8,"CO","Beaver Ck Village",7421,"Avon"
"USS0006K12S",6568.2,39.8,-106.03,2724.9,"CO","Middle Fork Camp",6716,"Parshall"
"USS0013D10S",6539,45.17,-113.5,2316.5,"MT","Bloody Dick",5242,"Dillon"
"USC00250050",6464.4,42.5522,-99.8556,765,"NE","AINSWORTH",9473,"Ainsworth"
"USC00252560",6426.7,40.2764,-99.7836,646.2,"NE","EDISON",7284,"Arapahoe"
"USS0008G03S",6409.9,42.57,-108.84,2755.4,"WY","South Pass",5879,"Lander"
"USS0006G01S",6370,42.73,-106.32,2407.9,"WY","Casper Mtn.",6859,"Casper"
"USC00057317",6350.3,37.9136,-104.9483,2176.6,"CO","RYE 1SW",6360,"Rye"
"USC00143527",6259.5,38.8586,-99.3358,612.6,"KS","HAYS 1 S",7863,"Hays"
"USS0006K30S",6181.9,39.32,-106.61,2926.1,"CO","Kiln",6777,"Meredith"
"US1SDPN0002",6174.1,44.0886,-103.2997,1058.9,"SD","RAPID CITY 3.4 WNW",9930,"Rapid City"
"USS0006H19S",6155.9,41.33,-106.5,2572.5,"WY","South Brush Creek",5465,"Saratoga"
"USS0012P02S",6059.8,35.14,-112.15,2188.5,"AZ","White Horse Lake",7659,"Williams"
"USS0006K14S",6057.7,39.72,-106.16,2865.1,"CO","Summit Ranch",6483,"Silverthorne"
"USW00014936",6043,44.3981,-98.2231,390.1,"SD","HURON RGNL AP",9488,"Huron"
"USS0005N04S",5987.8,36.13,-105.53,2621.3,"NM","Tres Ritos",5949,"Vadito"
"USC00410394",5938.7,33.1525,-100.2333,509,"TX","ASPERMONT",7563,"Aspermont"
"USW00014914",5932.6,46.9253,-96.8111,274.3,"ND","FARGO HECTOR INTL AP",7943,"Fargo"
"USS0014F19S",5816.5,43.77,-114.42,1962.9,"ID","Chocolate Gulch",6514,"Rexburg"
"USC00056205",5812.8,38.0264,-107.6725,2352.4,"CO","OURAY #2",6213,"Ouray"
"USW00003103",5786.6,35.1442,-111.6664,2134.5,"AZ","FLAGSTAFF PULLIAM AP",6630,"Flagstaff"
"USW00023007",5772.6,34.4272,-100.2831,594.7,"TX","CHILDRESS MUNI AP",5688,"Childress"
"USC00146637",5769.2,39.0667,-100.2389,814.4,"KS","QUINTER",6785,"Quinter"
"USW00013985",5739.8,37.7608,-99.9683,789.4,"KS","DODGE CITY",5820,"Dodge City"
"USC00140365",5735.9,37.1942,-99.7633,600.5,"KS","ASHLAND",7204,"Ashland"
"USW00024023",5688.4,41.1214,-100.6694,846.7,"NE","NORTH PLATTE RGNL AP",7349,"North Platte"
"USC00412121",5687.7,33.6517,-101.245,917.4,"TX","CROSBYTON",5115,"Crosbyton"
"USW00014916",5638.4,47.9428,-97.1839,256.6,"ND","GRAND FORKS INTL AP",7146,"Grand Forks"
"USC00418818",5634.1,33.1714,-101.7981,951,"TX","TAHOKA",4645,"Tahoka"
"USW00023034",5606.9,31.3711,-100.4922,576.1,"TX","SAN ANGELO",4506,"San Angelo"
"US1CACC0001",5515.7,37.9898,-122.1085,76.8,"CA","MARTINEZ 0.8 SSE",6688,"Martinez"
"USW00024020",5511.6,40.5233,-101.0344,928.1,"NE","HAYES CENTER 1NW",7068,"Hayes Center"
"USC00394516",5507.5,43.9025,-99.8583,512.4,"SD","KENNEBEC",9087,"Kennebec"
"USC00417944",5488.9,31.3708,-100.4944,576.1,"TX","SAN ANGELO WFO",5011,"San Angelo"
"USC00415821",5433.2,34.7261,-100.5372,637,"TX","MEMPHIS",5718,"Memphis"
"USC00020678",5395.2,35.2303,-111.8222,2179.9,"AZ","BELLEMONT WFO",6126,""
"USW00022010",5361.7,29.3783,-100.9269,304.5,"TX","DEL RIO INTL AP",3770,"Del Rio"
"USW00014929",5345.7,45.4558,-98.4131,396.8,"SD","ABERDEEN",7719,"Aberdeen"
"USW00024025",5343.6,44.3814,-100.2856,531,"SD","PIERRE RGNL AP",7870,"Pierre"
"USC00397277",5335.8,45.4528,-99.3358,559.3,"SD","ROSCOE",7503,"Roscoe"
"US1COBO0072",5326.8,40.0242,-105.2689,1638.9,"CO","BOULDER 1.3 NW",5267,"Boulder"
"USS0010F17S",5314.1,43.13,-110.2,2417.1,"WY","East Rim Divide",5366,"Bondurant"
"USC00325638",5263.4,47.8214,-101.2922,643.1,"ND","MAX",6154,"Max"
"USC00254455",5229,41.2097,-101.6706,1011.3,"NE","KINGSLEY DAM",6205,"Ogallala"
"USW00024011",5217.1,46.7708,-100.7603,505.4,"ND","BISMARCK",7527,"Bismarck"
"USS0009S06S",5205.9,33.69,-109.22,2435.4,"AZ","Beaver Head",6566,"Morenci"
"USS0006K06S",5102.3,39.3,-106.61,2651.8,"CO","Nast Lake",6019,"Meredith"
"USS0012P01S",5099.1,35.26,-112.06,2164.1,"AZ","Chalender",7459,"Williams"
"USC00325002",5080.1,48.6272,-101.3764,490.7,"ND","LANSFORD",5976,"Lansford"
"USW00026615",5070.7,60.785,-161.8292,31.1,"AK","BETHEL AP",6148,"Bethel Airport"
"USW00023047",5040.6,35.2333,-101.7089,1093.3,"TX","AMARILLO",6580,"Amarillo"
"US1COEP0055",5022.5,39.1125,-104.859,2214.1,"CO","MONUMENT 2.9 N",5544,"Monument"
"USC00100803",5005.1,42.3353,-111.385,1817.8,"ID","BERN",5628,"Bern"
"US1MTDL0001",5004,46.1661,-113.0853,1768.1,"MT","ANACONDA 7.4 NW",4696,"Anaconda"
"USC00048587",4993.3,39.5861,-122.5342,243.8,"CA","STONY GORGE RSVR",8123,"Elk Creek"
"USC00418232",4919.9,33.6878,-101.9853,1011.3,"TX","SHALLOWATER",5225,"Shallowater"
"USC00047851",4917.8,35.3056,-120.6619,93.9,"CA","SAN LUIS OBISPO POLY",7384,"San Luis Obispo"
"USC00058793",4907.3,37.3822,-102.2986,1212.5,"CO","WALSH 1 W",5084,"Walsh"
"USS0011P02S",4885.4,35.27,-111.74,2240.3,"AZ","Fort Valley",5068,"Flagstaff"
"US1TXLK0007",4859.1,33.5172,-101.9681,1003.1,"TX","LUBBOCK 6.7 SW",5795,"Lubbock"
"USW00023065",4832.2,39.3669,-101.7,1112.8,"KS","GOODLAND",5795,"Goodland"
"USC00417079",4787.1,34.1892,-101.7022,1027.2,"TX","PLAINVIEW",4587,"Plainview"
"USC00148287",4783.5,37.5983,-101.2908,943.1,"KS","ULYSSES 3NE",4077,"Ulysses"
"USC00417081",4776.4,34.1981,-101.7461,1051.6,"TX","PLAINVIEW WTR PRODUCTN",4260,"Plainview"
